Year,State,Description,Units,type,Chemical Name,Value,CV (%),Carcinogen,Hormone Disruptor,Neurotoxins,Developmental or Reproductive Toxins,Bee Toxins,Human Toxins
2018,CALIFORNIA, MEASURED IN NUMBER, AVG, INSECTICIDE,CYANTRANILIPROLE,(D),NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN NUMBER, AVG, INSECTICIDE,NA,1.3,NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN NUMBER, AVG, INSECTICIDE,DIAZINON,(D),NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN NUMBER, AVG, INSECTICIDE,EMAMECTIN BENZOATE,(D),NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN NUMBER, AVG, INSECTICIDE,ETOXAZOLE,(D),NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN NUMBER, AVG, INSECTICIDE,FENBUTATIN-OXIDE,(D),NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN NUMBER, AVG, INSECTICIDE,FENPROPATHRIN,1.4,NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN NUMBER, AVG, INSECTICIDE,FENPYROXIMATE,1.2,NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN NUMBER, AVG, INSECTICIDE,FLONICAMID,1.3,NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN NUMBER, AVG, INSECTICIDE,FLUPYRADIFURONE,1.4,NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN NUMBER, AVG, INSECTICIDE,HEXYTHIAZOX,1.2,NA,PROBABLE,PROBABLE,NA,NA,NA,SLIGHT
2018,CALIFORNIA, MEASURED IN NUMBER, AVG, INSECTICIDE,IMIDACLOPRID,1.3,NA,NA,NA,NA,NA,HIGH,NA
2018,CALIFORNIA, MEASURED IN NUMBER, AVG, INSECTICIDE,LAMBDA-CYHALOTHRIN,(D),NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN NUMBER, AVG, INSECTICIDE,MALATHION,1.7,NA,POSSIBLE,POSSIBLE,PRESENT,NA,HIGH,HIGH
2018,CALIFORNIA, MEASURED IN NUMBER, AVG, INSECTICIDE,METHOXYFENOZIDE,1.2,NA,NA,NA,NA,NA,SLIGHT,NA
2018,CALIFORNIA, MEASURED IN NUMBER, AVG, INSECTICIDE,"NALED",1.2,NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN NUMBER, AVG, INSECTICIDE,NEEM OIL,(D),NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN NUMBER, AVG, INSECTICIDE,"NEEM OIL, CLAR. HYD.",1.7,NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN NUMBER, AVG, INSECTICIDE,NOVALURON,1.6,NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN NUMBER, AVG, INSECTICIDE,PIPERONYL BUTOXIDE,(D),NA,POSSIBLE,POSSIBLE,NA,NA,MODERATE,MODERATE
2018,CALIFORNIA, MEASURED IN NUMBER, AVG, INSECTICIDE,POTASSIUM SALTS,(D),NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN NUMBER, AVG, INSECTICIDE,PYRETHRINS,2.5,NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN NUMBER, AVG, INSECTICIDE,PYRIPROXYFEN,(D),NA,NA,NA,NA,NA,SLIGHT,NA
2018,CALIFORNIA, MEASURED IN NUMBER, AVG, INSECTICIDE,SPINETORAM,1.2,NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN NUMBER, AVG, INSECTICIDE,SPINOSAD,1.2,NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN NUMBER, AVG, INSECTICIDE,SPIROMESIFEN,1.3,NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN NUMBER, AVG, INSECTICIDE,SPIROTETRAMAT,(D),NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN NUMBER, AVG, INSECTICIDE,SULFOXAFLOR,(D),NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN NUMBER, AVG, INSECTICIDE,THIAMETHOXAM,1.4,NA,NA,NA,NA,NA,HIGH,NA
2018,CALIFORNIA, MEASURED IN NUMBER, AVG, OTHER,ACIBENZOLAR-S-METHYL,(D),NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN NUMBER, AVG, OTHER,AUREOBASIDIUM PULLULANS DSM 14940,(D),NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN NUMBER, AVG, OTHER,AUREOBASIDIUM PULLULANS DSM 14941,(D),NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN NUMBER, AVG, OTHER,BT KURSTAKI SA-12,(D),NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN NUMBER, AVG, OTHER,CAPRIC ACID,(D),NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN NUMBER, AVG, OTHER,CAPRYLIC ACID,(D),NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN NUMBER, AVG, OTHER,CHLOROPICRIN,1.1,NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN NUMBER, AVG, OTHER,DICHLOROPROPENE,1,NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN NUMBER, AVG, OTHER,FLUTRIAFOL,1.1,NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN NUMBER, AVG, OTHER,GLIOCLADIUM VIRENS,(D),NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN NUMBER, AVG, OTHER,IRON PHOSPHATE,(D),NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN NUMBER, AVG, OTHER,METALDEHYDE,(D),NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN NUMBER, AVG, OTHER,METAM-POTASSIUM,(D),NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN NUMBER, AVG, OTHER,METAM-SODIUM,(D),NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN NUMBER, AVG, OTHER,PAECILOMYCES FUMOSOR,(D),NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN NUMBER, AVG, OTHER,POTASSIUM SILICATE,(D),NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN NUMBER, AVG, OTHER,REYNOUTRIA SACHALINE,1.4,NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN NUMBER, AVG,NA,NITROGEN,16.9,NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN NUMBER, AVG,NA,PHOSPHATE,11.8,NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN NUMBER, AVG,NA,POTASH,13.2,NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN NUMBER, AVG,NA,SULFUR,10.2,NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, FUNGICIDE,AZOXYSTROBIN,10,NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, FUNGICIDE,BACILLUS AMYLOLIQUEFACIENS MBI 600,(D),NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, FUNGICIDE,BACILLUS AMYLOLIQUEFACIENS STRAIN D747,14,NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, FUNGICIDE,BACILLUS PUMILUS,(D),NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, FUNGICIDE,BACILLUS SUBTILIS,1,NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, FUNGICIDE,BLAD,(D),NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, FUNGICIDE,BORAX DECAHYDRATE,(D),NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, FUNGICIDE,BOSCALID,9,NA,POSSIBLE,POSSIBLE,NA,NA,NA,SLIGHT
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, FUNGICIDE,CAPTAN,41,NA,KNOWN,KNOWN,NA,NA,NA,HIGH
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, FUNGICIDE,COPPER HYDROXIDE,(D),NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, FUNGICIDE,COPPER OCTANOATE,(D),NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, FUNGICIDE,CYFLUFENAMID,6,NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, FUNGICIDE,CYPRODINIL,30,NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, FUNGICIDE,DIFENOCONAZOLE,(D),NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, FUNGICIDE,FENHEXAMID,9,NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, FUNGICIDE,FLUDIOXONIL,30,NA,NA,NA,NA,NA,SLIGHT,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, FUNGICIDE,FLUOPYRAM,32,NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, FUNGICIDE,FLUXAPYROXAD,14,NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, FUNGICIDE,FOSETYL-AL,(D),NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, FUNGICIDE,IPRODIONE,(D),NA,KNOWN,KNOWN,NA,NA,NA,HIGH
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, FUNGICIDE,ISOFETAMID,(D),NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, FUNGICIDE,MEFENOXAM,8,NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, FUNGICIDE,MYCLOBUTANIL,18,NA,NA,NA,NA,PRESENT,NA,HIGH
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, FUNGICIDE,PENTHIOPYRAD,20,NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, FUNGICIDE,POLYOXIN D ZINC SALT,15,NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, FUNGICIDE,POTASSIUM BICARBON.,12,NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, FUNGICIDE,PROPICONAZOLE,12,NA,POSSIBLE,POSSIBLE,NA,PRESENT,SLIGHT,HIGH
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, FUNGICIDE,PYRACLOSTROBIN,21,NA,NA,NA,NA,NA,SLIGHT,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, FUNGICIDE,PYRIMETHANIL,10,NA,POSSIBLE,POSSIBLE,NA,NA,SLIGHT,MODERATE
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, FUNGICIDE,QUINOLINE,23,NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, FUNGICIDE,STREPTOMYCES LYDICUS,(D),NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, FUNGICIDE,SULFUR,64,NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, FUNGICIDE,TETRACONAZOLE,19,NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, FUNGICIDE,THIOPHANATE-METHYL,4,NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, FUNGICIDE,THIRAM,13,NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, FUNGICIDE,TOTAL,71,NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, FUNGICIDE,TRIFLOXYSTROBIN,37,NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, FUNGICIDE,TRIFLUMIZOLE,13,NA,NA,NA,NA,NA,SLIGHT,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, HERBICIDE,FLUMIOXAZIN,4,NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, HERBICIDE,GLYPHOSATE ISO. SALT,(D),NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, HERBICIDE,GLYPHOSATE POT. SALT,(D),NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, HERBICIDE,"NAPROPAMIDE",(D),NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, HERBICIDE,OXYFLUORFEN,6,NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, HERBICIDE,PENDIMETHALIN,4,NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, HERBICIDE,SULFENTRAZONE,(D),NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, HERBICIDE,TOTAL,7,NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, INSECTICIDE,ABAMECTIN,22,NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, INSECTICIDE,ACEQUINOCYL,10,NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, INSECTICIDE,ACETAMIPRID,20,NA,NA,NA,NA,NA,MODERATE,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, INSECTICIDE,AZADIRACHTIN,29,NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, INSECTICIDE,BIFENAZATE,22,NA,NA,NA,NA,NA,MODERATE,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, INSECTICIDE,BIFENTHRIN,19,NA,POSSIBLE,POSSIBLE,NA,PRESENT,HIGH,HIGH
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, INSECTICIDE,BT KURSTAK ABTS-1857,16,NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, INSECTICIDE,BT KURSTAKI ABTS-351,7,NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, INSECTICIDE,BT KURSTAKI SA-11,23,NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, INSECTICIDE,BT SUB AIZAWAI GC-91,(D),NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, INSECTICIDE,BUPROFEZIN,(D),NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, INSECTICIDE,BURKHOLDERIA A396 CELLS & MEDIA,(D),NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, INSECTICIDE,CARBARYL,(D),NA,KNOWN,KNOWN,PRESENT,PRESENT,HIGH,HIGH
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, INSECTICIDE,CHLORANTRANILIPROLE,21,NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, INSECTICIDE,CHLORPYRIFOS,(D),NA,NA,NA,PRESENT,NA,HIGH,HIGH
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, INSECTICIDE,CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA,4,NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, INSECTICIDE,CYANTRANILIPROLE,(D),NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, INSECTICIDE,NA,21,NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, INSECTICIDE,DIAZINON,(D),NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, INSECTICIDE,EMAMECTIN BENZOATE,(D),NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, INSECTICIDE,ETOXAZOLE,(D),NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, INSECTICIDE,FENBUTATIN-OXIDE,(D),NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, INSECTICIDE,FENPROPATHRIN,8,NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, INSECTICIDE,FENPYROXIMATE,2,NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, INSECTICIDE,FLONICAMID,35,NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, INSECTICIDE,FLUPYRADIFURONE,9,NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, INSECTICIDE,HEXYTHIAZOX,11,NA,PROBABLE,PROBABLE,NA,NA,NA,SLIGHT
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, INSECTICIDE,IMIDACLOPRID,18,NA,NA,NA,NA,NA,HIGH,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, INSECTICIDE,LAMBDA-CYHALOTHRIN,(D),NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, INSECTICIDE,MALATHION,7,NA,POSSIBLE,POSSIBLE,PRESENT,NA,HIGH,HIGH
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, INSECTICIDE,METHOXYFENOZIDE,13,NA,NA,NA,NA,NA,SLIGHT,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, INSECTICIDE,"NALED",13,NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, INSECTICIDE,NEEM OIL,(D),NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, INSECTICIDE,"NEEM OIL, CLAR. HYD.",23,NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, INSECTICIDE,NOVALURON,39,NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, INSECTICIDE,PIPERONYL BUTOXIDE,(D),NA,POSSIBLE,POSSIBLE,NA,NA,MODERATE,MODERATE
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, INSECTICIDE,POTASSIUM SALTS,(D),NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, INSECTICIDE,PYRETHRINS,8,NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, INSECTICIDE,PYRIPROXYFEN,(D),NA,NA,NA,NA,NA,SLIGHT,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, INSECTICIDE,SPINETORAM,26,NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, INSECTICIDE,SPINOSAD,18,NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, INSECTICIDE,SPIROMESIFEN,9,NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, INSECTICIDE,SPIROTETRAMAT,(D),NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, INSECTICIDE,SULFOXAFLOR,(D),NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, INSECTICIDE,THIAMETHOXAM,12,NA,NA,NA,NA,NA,HIGH,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, INSECTICIDE,TOTAL,63,NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, OTHER,ACIBENZOLAR-S-METHYL,(D),NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, OTHER,AUREOBASIDIUM PULLULANS DSM 14940,(D),NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, OTHER,AUREOBASIDIUM PULLULANS DSM 14941,(D),NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, OTHER,BT KURSTAKI SA-12,(D),NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, OTHER,CAPRIC ACID,(D),NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, OTHER,CAPRYLIC ACID,(D),NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, OTHER,CHLOROPICRIN,30,NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, OTHER,DICHLOROPROPENE,22,NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, OTHER,FLUTRIAFOL,9,NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, OTHER,GLIOCLADIUM VIRENS,(D),NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, OTHER,IRON PHOSPHATE,(D),NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, OTHER,METALDEHYDE,(D),NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, OTHER,METAM-POTASSIUM,(D),NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, OTHER,METAM-SODIUM,(D),NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, OTHER,PAECILOMYCES FUMOSOR,(D),NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, OTHER,POTASSIUM SILICATE,(D),NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, OTHER,REYNOUTRIA SACHALINE,15,NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG, OTHER,TOTAL,45,NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG,NA,NITROGEN,97,NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG,NA,PHOSPHATE,93,NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG,NA,POTASH,94,NA,NA,NA,NA,NA,NA,NA
2018,CALIFORNIA, MEASURED IN PCT OF AREA BEARING, AVG,NA,SULFUR,81,NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB,NA, FUNGICIDE,AZOXYSTROBIN,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB,NA, FUNGICIDE,CAPTAN,"87,400",NA,KNOWN,KNOWN,NA,NA,NA,HIGH
2018,FLORIDA, MEASURED IN LB,NA, FUNGICIDE,COPPER CHLORIDE HYD.,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB,NA, FUNGICIDE,COPPER HYDROXIDE,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB,NA, FUNGICIDE,CYPRODINIL,"3,300",NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB,NA, FUNGICIDE,DIFENOCONAZOLE,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB,NA, FUNGICIDE,FENHEXAMID,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB,NA, FUNGICIDE,FLUDIOXONIL,"1,700",NA,NA,NA,NA,NA,SLIGHT,NA
2018,FLORIDA, MEASURED IN LB,NA, FUNGICIDE,FLUOPYRAM,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB,NA, FUNGICIDE,IPRODIONE,(D),NA,KNOWN,KNOWN,NA,NA,NA,HIGH
2018,FLORIDA, MEASURED IN LB,NA, FUNGICIDE,ISOFETAMID,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB,NA, FUNGICIDE,MEFENOXAM,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB,NA, FUNGICIDE,PENTHIOPYRAD,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB,NA, FUNGICIDE,PROPICONAZOLE,(D),NA,POSSIBLE,POSSIBLE,NA,PRESENT,SLIGHT,HIGH
