Program,Year,Period,State,State ANSI,Items,Discription,Units,dname,type,Title,Chemical Name,Number,Value,CV (%),Carcinogen,Hormone Disruptor,Neurotoxins,Developmental or Reproductive Toxins,Bee Toxins,Human Toxins
SURVEY,2019,YEAR,FLORIDA,12, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",PYRIMETHANIL, 288201,(D),NA,possible,suspected,NA,NA,slight,moderate
SURVEY,2019,YEAR,FLORIDA,12, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",TRIFLUMIZOLE, 128879,(D),NA,NA,NA,NA,NA,slight,NA
SURVEY,2019,YEAR,FLORIDA,12, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",ACETAMIPRID, 99050,13,NA,NA,NA,NA,NA,moderate,NA
SURVEY,2019,YEAR,FLORIDA,12, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",BIFENAZATE, 586,11,NA,NA,NA,NA,NA,moderate,NA
SURVEY,2019,YEAR,FLORIDA,12, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",BIFENTHRIN, 128825,35,NA,possible,suspected,NA,present,high,high
SURVEY,2019,YEAR,FLORIDA,12, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",HEXYTHIAZOX, 128849,(D),NA,probable,NA,NA,NA,NA,slight
SURVEY,2019,YEAR,FLORIDA,12, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",IMIDACLOPRID, 129099,(D),NA,NA,NA,NA,NA,high,NA
SURVEY,2019,YEAR,FLORIDA,12, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",MALATHION, 57701,(D),NA,possible,suspected,present,NA,high,high
SURVEY,2019,YEAR,FLORIDA,12, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",METHOXYFENOZIDE, 121027,(D),NA,NA,NA,NA,NA,slight,NA
SURVEY,2019,YEAR,FLORIDA,12, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",SPIROMESIFEN, 24875,(D),NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,FLORIDA,12, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",THIAMETHOXAM, 60109,16,NA,NA,NA,NA,NA,high,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",AZOXYSTROBIN, 128810,"1,100",NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",BOSCALID, 128008,"1,800",NA,possible,NA,NA,NA,NA,slight
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",CAPTAN, 81301,"94,800",NA,known,NA,NA,NA,NA,high
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",CYPRODINIL, 288202,"4,900",NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",FENHEXAMID, 90209,"3,100",NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",FLUDIOXONIL, 71503,"3,300",NA,NA,NA,NA,NA,slight,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",IPRODIONE, 109801,(D),NA,known,suspected,NA,NA,NA,high
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",MYCLOBUTANIL, 128857,"1,100",NA,NA,suspected,NA,present,NA,high
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",PROPICONAZOLE, 122101,"1,000",NA,possible,suspected,NA,present,slight,high
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",PYRACLOSTROBIN, 99100,"2,300",NA,NA,NA,NA,NA,slight,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",PYRIMETHANIL, 288201,"2,800",NA,possible,suspected,NA,NA,slight,moderate
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",TRIFLOXYSTROBIN, 129112,"2,000",NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",TRIFLUMIZOLE, 128879,"1,900",NA,NA,NA,NA,NA,slight,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",ACETAMIPRID, 99050,"1,200",NA,NA,NA,NA,NA,moderate,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",BIFENAZATE, 586,"5,100",NA,NA,NA,NA,NA,moderate,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",BIFENTHRIN, 128825,"1,100",NA,possible,suspected,NA,present,high,high
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",CARBARYL, 56801,(D),NA,known,suspected,present,present,high,high
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",CHLORPYRIFOS, 59101,(D),NA,NA,suspected,present,NA,high,high
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",FENPROPATHRIN, 127901,"1,100",NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",HEXYTHIAZOX, 128849,800,NA,probable,NA,NA,NA,NA,slight
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",IMIDACLOPRID, 129099,"4,100",NA,NA,NA,NA,NA,high,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",MALATHION, 57701,"8,000",NA,possible,suspected,present,NA,high,high
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",METHOXYFENOZIDE, 121027,"1,000",NA,NA,NA,NA,NA,slight,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",PIPERONYL BUTOXIDE, 67501,(D),NA,possible,suspected,NA,NA,moderate,moderate
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",PYRIPROXYFEN, 129032,(D),NA,NA,NA,NA,NA,slight,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",SPIROMESIFEN, 24875,"1,000",NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",THIAMETHOXAM, 60109,400,NA,NA,NA,NA,NA,high,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",AZOXYSTROBIN, 128810,0.213,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",BOSCALID, 128008,0.358,NA,possible,NA,NA,NA,NA,slight
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",CAPTAN, 81301,1.878,NA,known,NA,NA,NA,NA,high
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",CYPRODINIL, 288202,0.32,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",FENHEXAMID, 90209,0.59,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",FLUDIOXONIL, 71503,0.214,NA,NA,NA,NA,NA,slight,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",IPRODIONE, 109801,(D),NA,known,suspected,NA,NA,NA,high
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",MYCLOBUTANIL, 128857,0.104,NA,NA,suspected,NA,present,NA,high
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",PROPICONAZOLE, 122101,0.112,NA,possible,suspected,NA,present,slight,high
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",PYRACLOSTROBIN, 99100,0.171,NA,NA,NA,NA,NA,slight,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",PYRIMETHANIL, 288201,0.628,NA,possible,suspected,NA,NA,slight,moderate
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",TRIFLOXYSTROBIN, 129112,0.114,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",TRIFLUMIZOLE, 128879,0.241,NA,NA,NA,NA,NA,slight,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",ACETAMIPRID, 99050,0.118,NA,NA,NA,NA,NA,moderate,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",BIFENAZATE, 586,0.49,NA,NA,NA,NA,NA,moderate,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",BIFENTHRIN, 128825,0.098,NA,possible,suspected,NA,present,high,high
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",CARBARYL, 56801,(D),NA,known,suspected,present,present,high,high
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",CHLORPYRIFOS, 59101,(D),NA,NA,suspected,present,NA,high,high
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",FENPROPATHRIN, 127901,0.286,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",HEXYTHIAZOX, 128849,0.181,NA,probable,NA,NA,NA,NA,slight
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",IMIDACLOPRID, 129099,0.5,NA,NA,NA,NA,NA,high,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",MALATHION, 57701,1.799,NA,possible,suspected,present,NA,high,high
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",METHOXYFENOZIDE, 121027,0.176,NA,NA,NA,NA,NA,slight,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",PIPERONYL BUTOXIDE, 67501,(D),NA,possible,suspected,NA,NA,moderate,moderate
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",PYRIPROXYFEN, 129032,(D),NA,NA,NA,NA,NA,slight,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",SPIROMESIFEN, 24875,0.25,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",THIAMETHOXAM, 60109,0.06,NA,NA,NA,NA,NA,high,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",AZOXYSTROBIN, 128810,0.298,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",BOSCALID, 128008,0.565,NA,possible,NA,NA,NA,NA,slight
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",CAPTAN, 81301,6.452,NA,known,NA,NA,NA,NA,high
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",CYPRODINIL, 288202,0.461,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",FENHEXAMID, 90209,1.005,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",FLUDIOXONIL, 71503,0.307,NA,NA,NA,NA,NA,slight,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",IPRODIONE, 109801,(D),NA,known,suspected,NA,NA,NA,high
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",MYCLOBUTANIL, 128857,0.167,NA,NA,suspected,NA,present,NA,high
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",PROPICONAZOLE, 122101,0.221,NA,possible,suspected,NA,present,slight,high
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",PYRACLOSTROBIN, 99100,0.305,NA,NA,NA,NA,NA,slight,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",PYRIMETHANIL, 288201,0.762,NA,possible,suspected,NA,NA,slight,moderate
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",TRIFLOXYSTROBIN, 129112,0.148,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",TRIFLUMIZOLE, 128879,0.396,NA,NA,NA,NA,NA,slight,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",ACETAMIPRID, 99050,0.165,NA,NA,NA,NA,NA,moderate,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",BIFENAZATE, 586,0.645,NA,NA,NA,NA,NA,moderate,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",BIFENTHRIN, 128825,0.163,NA,possible,suspected,NA,present,high,high
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",CARBARYL, 56801,(D),NA,known,suspected,present,present,high,high
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",CHLORPYRIFOS, 59101,(D),NA,NA,suspected,present,NA,high,high
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",FENPROPATHRIN, 127901,0.397,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",HEXYTHIAZOX, 128849,0.212,NA,probable,NA,NA,NA,NA,slight
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",IMIDACLOPRID, 129099,0.63,NA,NA,NA,NA,NA,high,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",MALATHION, 57701,3.062,NA,possible,suspected,present,NA,high,high
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",METHOXYFENOZIDE, 121027,0.214,NA,NA,NA,NA,NA,slight,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",PIPERONYL BUTOXIDE, 67501,(D),NA,possible,suspected,NA,NA,moderate,moderate
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",PYRIPROXYFEN, 129032,(D),NA,NA,NA,NA,NA,slight,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",SPIROMESIFEN, 24875,0.319,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",THIAMETHOXAM, 60109,0.086,NA,NA,NA,NA,NA,high,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",AZOXYSTROBIN, 128810,1.4,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",BOSCALID, 128008,1.6,NA,possible,NA,NA,NA,NA,slight
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",CAPTAN, 81301,3.4,NA,known,NA,NA,NA,NA,high
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",CYPRODINIL, 288202,1.4,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",FENHEXAMID, 90209,1.7,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",FLUDIOXONIL, 71503,1.4,NA,NA,NA,NA,NA,slight,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",IPRODIONE, 109801,(D),NA,known,suspected,NA,NA,NA,high
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",MYCLOBUTANIL, 128857,1.6,NA,NA,suspected,NA,present,NA,high
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",PROPICONAZOLE, 122101,2,NA,possible,suspected,NA,present,slight,high
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",PYRACLOSTROBIN, 99100,1.8,NA,NA,NA,NA,NA,slight,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",PYRIMETHANIL, 288201,1.2,NA,possible,suspected,NA,NA,slight,moderate
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",TRIFLOXYSTROBIN, 129112,1.3,NA,NA,NA,NA,NA,NA,NA
