Program,Year,Period,State,State ANSI,Items,Discription,Units,Value,Title,Chemical Name,Number,CV (%),Carcinogen,Hormone Disruptor,Neurotoxins,Developmental or Reproductive Toxins,Bee Toxins,Human Toxins
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,(D),"CHEMICAL, INSECTICIDE",PIPERONYL BUTOXIDE, 67501,NA,possible,suspected,NA,NA,moderate,slight
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,(D),"CHEMICAL, INSECTICIDE",POTASSIUM SALTS, 79021,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,0.054,"CHEMICAL, INSECTICIDE",PYRETHRINS, 69001,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,(D),"CHEMICAL, INSECTICIDE",PYRIPROXYFEN, 129032,NA,NA,NA,NA,NA,slight,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,0.069,"CHEMICAL, INSECTICIDE",SPINETORAM, 110007,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,0.091,"CHEMICAL, INSECTICIDE",SPINOSAD, 110003,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,0.25,"CHEMICAL, INSECTICIDE",SPIROMESIFEN, 24875,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,(D),"CHEMICAL, INSECTICIDE",SPIROTETRAMAT, 392201,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,(D),"CHEMICAL, INSECTICIDE",SULFOXAFLOR, 5210,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,0.06,"CHEMICAL, INSECTICIDE",THIAMETHOXAM, 60109,NA,NA,NA,NA,NA,high,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,(D),"CHEMICAL, OTHER",ACIBENZOLAR-S-METHYL, 61402,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,(NA),"CHEMICAL, OTHER",AUREOBASIDIUM PULLULANS DSM 14940, 46010,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,(NA),"CHEMICAL, OTHER",AUREOBASIDIUM PULLULANS DSM 14941, 36010,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,(NA),"CHEMICAL, OTHER",BT KURSTAKI SA-12, 6518,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,(D),"CHEMICAL, OTHER",CAPRIC ACID, 128955,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,(D),"CHEMICAL, OTHER",CAPRYLIC ACID, 128919,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,236.901,"CHEMICAL, OTHER",CHLOROPICRIN, 81501,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,83.195,"CHEMICAL, OTHER",DICHLOROPROPENE, 29001,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,0.113,"CHEMICAL, OTHER",FLUTRIAFOL, 128940,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,(D),"CHEMICAL, OTHER",GLIOCLADIUM VIRENS, 129000,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,(D),"CHEMICAL, OTHER",IRON PHOSPHATE, 34903,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,(D),"CHEMICAL, OTHER",METALDEHYDE, 53001,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,(D),"CHEMICAL, OTHER",METAM-POTASSIUM, 39002,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,(D),"CHEMICAL, OTHER",METAM-SODIUM, 39003,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,(D),"CHEMICAL, OTHER",PAECILOMYCES FUMOSOR, 115002,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,(D),"CHEMICAL, OTHER",POTASSIUM SILICATE, 72606,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,0.226,"CHEMICAL, OTHER",REYNOUTRIA SACHALINE, 55809,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,18,FERTILIZER,NITROGEN,NA,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,15,FERTILIZER,PHOSPHATE,NA,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,24,FERTILIZER,POTASH,NA,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,9,FERTILIZER,SULFUR,NA,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,0.298,"CHEMICAL, FUNGICIDE",AZOXYSTROBIN, 128810,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,(NA),"CHEMICAL, FUNGICIDE",BACILLUS AMYLOLIQUEFACIENS MBI 600, 129082,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,(NA),"CHEMICAL, FUNGICIDE",BACILLUS AMYLOLIQUEFACIENS STRAIN D747, 16482,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,(NA),"CHEMICAL, FUNGICIDE",BACILLUS PUMILUS, 6485,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,(NA),"CHEMICAL, FUNGICIDE",BACILLUS SUBTILIS, 6479,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,(D),"CHEMICAL, FUNGICIDE",BLAD, 30006,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,(D),"CHEMICAL, FUNGICIDE",BORAX DECAHYDRATE, 11102,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,0.565,"CHEMICAL, FUNGICIDE",BOSCALID, 128008,NA,possible,NA,NA,NA,NA,slight
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,6.452,"CHEMICAL, FUNGICIDE",CAPTAN, 81301,NA,known,NA,NA,NA,NA,high
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,(D),"CHEMICAL, FUNGICIDE",COPPER HYDROXIDE, 23401,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,(D),"CHEMICAL, FUNGICIDE",COPPER OCTANOATE, 23306,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,0.026,"CHEMICAL, FUNGICIDE",CYFLUFENAMID, 555550,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,0.461,"CHEMICAL, FUNGICIDE",CYPRODINIL, 288202,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,(D),"CHEMICAL, FUNGICIDE",DIFENOCONAZOLE, 128847,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,1.005,"CHEMICAL, FUNGICIDE",FENHEXAMID, 90209,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,0.307,"CHEMICAL, FUNGICIDE",FLUDIOXONIL, 71503,NA,NA,NA,NA,NA,slight,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,0.143,"CHEMICAL, FUNGICIDE",FLUOPYRAM, 80302,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,0.217,"CHEMICAL, FUNGICIDE",FLUXAPYROXAD, 138009,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,(D),"CHEMICAL, FUNGICIDE",FOSETYL-AL, 123301,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,(D),"CHEMICAL, FUNGICIDE",IPRODIONE, 109801,NA,known,suspected,NA,NA,NA,high
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,(D),"CHEMICAL, FUNGICIDE",ISOFETAMID, 270000,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,0.711,"CHEMICAL, FUNGICIDE",MEFENOXAM, 113502,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,0.167,"CHEMICAL, FUNGICIDE",MYCLOBUTANIL, 128857,NA,NA,suspected,NA,present,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,0.402,"CHEMICAL, FUNGICIDE",PENTHIOPYRAD, 90112,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,0.05,"CHEMICAL, FUNGICIDE",POLYOXIN D ZINC SALT, 230000,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,3.52,"CHEMICAL, FUNGICIDE",POTASSIUM BICARBON., 73508,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,0.221,"CHEMICAL, FUNGICIDE",PROPICONAZOLE, 122101,NA,possible,suspected,NA,present,slight,slight
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,0.305,"CHEMICAL, FUNGICIDE",PYRACLOSTROBIN, 99100,NA,NA,NA,NA,NA,slight,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,0.762,"CHEMICAL, FUNGICIDE",PYRIMETHANIL, 288201,NA,possible,suspected,NA,NA,slight,slight
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,0.113,"CHEMICAL, FUNGICIDE",QUINOLINE, 55459,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,(NA),"CHEMICAL, FUNGICIDE",STREPTOMYCES LYDICUS, 6327,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,12.88,"CHEMICAL, FUNGICIDE",SULFUR, 77501,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,0.055,"CHEMICAL, FUNGICIDE",TETRACONAZOLE, 120603,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,0.827,"CHEMICAL, FUNGICIDE",THIOPHANATE-METHYL, 102001,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,4.285,"CHEMICAL, FUNGICIDE",THIRAM, 79801,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,0.148,"CHEMICAL, FUNGICIDE",TRIFLOXYSTROBIN, 129112,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,0.396,"CHEMICAL, FUNGICIDE",TRIFLUMIZOLE, 128879,NA,NA,NA,NA,NA,slight,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,0.105,"CHEMICAL, HERBICIDE",FLUMIOXAZIN, 129034,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,(D),"CHEMICAL, HERBICIDE",GLYPHOSATE ISO. SALT, 103601,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,(D),"CHEMICAL, HERBICIDE",GLYPHOSATE POT. SALT, 103613,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,(D),"CHEMICAL, HERBICIDE","NAPROPAMIDE", 103001,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,0.355,"CHEMICAL, HERBICIDE",OXYFLUORFEN, 111601,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,1.944,"CHEMICAL, HERBICIDE",PENDIMETHALIN, 108501,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,(D),"CHEMICAL, HERBICIDE",SULFENTRAZONE, 129081,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,0.027,"CHEMICAL, INSECTICIDE",ABAMECTIN, 122804,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,0.364,"CHEMICAL, INSECTICIDE",ACEQUINOCYL, 6329,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,0.165,"CHEMICAL, INSECTICIDE",ACETAMIPRID, 99050,NA,NA,NA,NA,NA,moderate,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,0.06,"CHEMICAL, INSECTICIDE",AZADIRACHTIN, 121701,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,0.645,"CHEMICAL, INSECTICIDE",BIFENAZATE, 586,NA,NA,NA,NA,NA,moderate,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,0.163,"CHEMICAL, INSECTICIDE",BIFENTHRIN, 128825,NA,possible,suspected,NA,present,high,slight
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,(NA),"CHEMICAL, INSECTICIDE",BT KURSTAK ABTS-1857, 6523,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,(NA),"CHEMICAL, INSECTICIDE",BT KURSTAKI ABTS-351, 6522,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,(NA),"CHEMICAL, INSECTICIDE",BT KURSTAKI SA-11, 6519,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,(NA),"CHEMICAL, INSECTICIDE",BT SUB AIZAWAI GC-91, 6426,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,(D),"CHEMICAL, INSECTICIDE",BUPROFEZIN, 275100,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,(NA),"CHEMICAL, INSECTICIDE",BURKHOLDERIA A396 CELLS & MEDIA, 6534,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,(D),"CHEMICAL, INSECTICIDE",CARBARYL, 56801,NA,known,suspected,present,present,high,high
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,0.084,"CHEMICAL, INSECTICIDE",CHLORANTRANILIPROLE, 90100,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,(D),"CHEMICAL, INSECTICIDE",CHLORPYRIFOS, 59101,NA,NA,suspected,present,NA,high,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,(NA),"CHEMICAL, INSECTICIDE",CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA, 16329,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,(D),"CHEMICAL, INSECTICIDE",CYANTRANILIPROLE, 90098,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,0.24,"CHEMICAL, INSECTICIDE: (CYFLUMETOFEN = 138831)",NA,NA,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,(D),"CHEMICAL, INSECTICIDE",DIAZINON, 57801,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,(D),"CHEMICAL, INSECTICIDE",EMAMECTIN BENZOATE, 122806,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,(D),"CHEMICAL, INSECTICIDE",ETOXAZOLE, 107091,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,(D),"CHEMICAL, INSECTICIDE",FENBUTATIN-OXIDE, 104601,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,0.397,"CHEMICAL, INSECTICIDE",FENPROPATHRIN, 127901,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,0.128,"CHEMICAL, INSECTICIDE",FENPYROXIMATE, 129131,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,0.105,"CHEMICAL, INSECTICIDE",FLONICAMID, 128016,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,0.234,"CHEMICAL, INSECTICIDE",FLUPYRADIFURONE, 122304,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,0.212,"CHEMICAL, INSECTICIDE",HEXYTHIAZOX, 128849,NA,probable,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,0.63,"CHEMICAL, INSECTICIDE",IMIDACLOPRID, 129099,NA,NA,NA,NA,NA,high,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,(D),"CHEMICAL, INSECTICIDE",LAMBDA-CYHALOTHRIN, 128897,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,3.062,"CHEMICAL, INSECTICIDE",MALATHION, 57701,NA,possible,suspected,present,NA,high,slight
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,0.214,"CHEMICAL, INSECTICIDE",METHOXYFENOZIDE, 121027,NA,NA,NA,NA,NA,slight,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,1.091,"CHEMICAL, INSECTICIDE","NALED", 34401,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,(D),"CHEMICAL, INSECTICIDE",NEEM OIL, 25006,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,10.762,"CHEMICAL, INSECTICIDE","NEEM OIL, CLAR. HYD.", 25007,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,0.119,"CHEMICAL, INSECTICIDE",NOVALURON, 124002,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,(D),"CHEMICAL, INSECTICIDE",PIPERONYL BUTOXIDE, 67501,NA,possible,suspected,NA,NA,moderate,slight
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,(D),"CHEMICAL, INSECTICIDE",POTASSIUM SALTS, 79021,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,0.137,"CHEMICAL, INSECTICIDE",PYRETHRINS, 69001,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,(D),"CHEMICAL, INSECTICIDE",PYRIPROXYFEN, 129032,NA,NA,NA,NA,NA,slight,NA
