"Program","Year","Period","State","State ANSI","Strawberries","Items","Discription","Units","Status","Type","Chemicals Names","Number","Value","CV (%)"
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL"," HERBICIDE","OXYFLUORFEN ",111601,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL"," HERBICIDE","PARAQUAT ",61601,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL"," INSECTICIDE","ABAMECTIN ",122804,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL"," INSECTICIDE","ACETAMIPRID ",99050,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL"," INSECTICIDE","BIFENAZATE ",586,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL"," INSECTICIDE","BIFENTHRIN ",128825,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL"," INSECTICIDE","BT KURSTAK ABTS-1857 ",6523,"(NA)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL"," INSECTICIDE","BT KURSTAKI ABTS-351 ",6522,"(NA)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL"," INSECTICIDE","CHLORANTRANILIPROLE ",90100,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL"," INSECTICIDE","FLONICAMID ",128016,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL"," INSECTICIDE","MALATHION ",57701,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL"," INSECTICIDE","MUSTARD OIL ",4901,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL"," INSECTICIDE","NALED ",34401,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL"," INSECTICIDE","NOVALURON ",124002,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL"," INSECTICIDE","SPINETORAM ",110007,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL"," INSECTICIDE","SPIROMESIFEN ",24875,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL"," INSECTICIDE","THIAMETHOXAM ",60109,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL"," OTHER","CYTOKININS ",116801,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL"," OTHER","DIMETHYL DISULFIDE ",29088,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL"," OTHER","REYNOUTRIA SACHALINE ",55809,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","FERTILIZER",NA,"NITROGEN",NA,"1",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","FERTILIZER",NA,"PHOSPHATE",NA,"(Z)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","FERTILIZER",NA,"POTASH",NA,"1",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL"," FUNGICIDE","AZOXYSTROBIN ",128810,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL"," FUNGICIDE","CAPTAN ",81301,"9.193",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL"," FUNGICIDE","COPPER CHLORIDE HYD. ",23501,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL"," FUNGICIDE","COPPER HYDROXIDE ",23401,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL"," FUNGICIDE","CYPRODINIL ",288202,"0.997",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL"," FUNGICIDE","DIFENOCONAZOLE ",128847,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL"," FUNGICIDE","FENHEXAMID ",90209,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL"," FUNGICIDE","FLUDIOXONIL ",71503,"0.501",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL"," FUNGICIDE","FLUOPYRAM ",80302,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL"," FUNGICIDE","IPRODIONE ",109801,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL"," FUNGICIDE","ISOFETAMID ",270000,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL"," FUNGICIDE","MEFENOXAM ",113502,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL"," FUNGICIDE","PENTHIOPYRAD ",90112,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL"," FUNGICIDE","PROPICONAZOLE ",122101,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL"," FUNGICIDE","PYRIMETHANIL ",288201,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL"," FUNGICIDE","SULFUR ",77501,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL"," FUNGICIDE","THIOPHANATE-METHYL ",102001,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL"," FUNGICIDE","THIRAM ",79801,"6.049",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL"," HERBICIDE","CARFENTRAZONE-ETHYL ",128712,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL"," HERBICIDE","FLUMIOXAZIN ",129034,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL"," HERBICIDE","GLYPHOSATE ISO. SALT ",103601,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL"," HERBICIDE","NAPROPAMIDE ",103001,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL"," HERBICIDE","OXYFLUORFEN ",111601,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL"," HERBICIDE","PARAQUAT ",61601,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL"," INSECTICIDE","ABAMECTIN ",122804,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL"," INSECTICIDE","ACETAMIPRID ",99050,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL"," INSECTICIDE","BIFENAZATE ",586,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL"," INSECTICIDE","BIFENTHRIN ",128825,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL"," INSECTICIDE","BT KURSTAK ABTS-1857 ",6523,"(NA)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL"," INSECTICIDE","BT KURSTAKI ABTS-351 ",6522,"(NA)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL"," INSECTICIDE","CHLORANTRANILIPROLE ",90100,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL"," INSECTICIDE","FLONICAMID ",128016,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL"," INSECTICIDE","MALATHION ",57701,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL"," INSECTICIDE","MUSTARD OIL ",4901,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL"," INSECTICIDE","NALED ",34401,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL"," INSECTICIDE","NOVALURON ",124002,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL"," INSECTICIDE","SPINETORAM ",110007,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL"," INSECTICIDE","SPIROMESIFEN ",24875,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL"," INSECTICIDE","THIAMETHOXAM ",60109,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL"," OTHER","CYTOKININS ",116801,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL"," OTHER","DIMETHYL DISULFIDE ",29088,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","CHEMICAL"," OTHER","REYNOUTRIA SACHALINE ",55809,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","FERTILIZER",NA,"NITROGEN",NA,"14",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","FERTILIZER",NA,"PHOSPHATE",NA,"4",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," AVG","FERTILIZER",NA,"POTASH",NA,"17",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN NUMBER"," AVG","CHEMICAL"," FUNGICIDE","AZOXYSTROBIN ",128810,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN NUMBER"," AVG","CHEMICAL"," FUNGICIDE","CAPTAN ",81301,"4.9",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN NUMBER"," AVG","CHEMICAL"," FUNGICIDE","COPPER CHLORIDE HYD. ",23501,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN NUMBER"," AVG","CHEMICAL"," FUNGICIDE","COPPER HYDROXIDE ",23401,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN NUMBER"," AVG","CHEMICAL"," FUNGICIDE","CYPRODINIL ",288202,"3",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN NUMBER"," AVG","CHEMICAL"," FUNGICIDE","DIFENOCONAZOLE ",128847,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN NUMBER"," AVG","CHEMICAL"," FUNGICIDE","FENHEXAMID ",90209,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN NUMBER"," AVG","CHEMICAL"," FUNGICIDE","FLUDIOXONIL ",71503,"2.3",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN NUMBER"," AVG","CHEMICAL"," FUNGICIDE","FLUOPYRAM ",80302,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN NUMBER"," AVG","CHEMICAL"," FUNGICIDE","IPRODIONE ",109801,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN NUMBER"," AVG","CHEMICAL"," FUNGICIDE","ISOFETAMID ",270000,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN NUMBER"," AVG","CHEMICAL"," FUNGICIDE","MEFENOXAM ",113502,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN NUMBER"," AVG","CHEMICAL"," FUNGICIDE","PENTHIOPYRAD ",90112,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN NUMBER"," AVG","CHEMICAL"," FUNGICIDE","PROPICONAZOLE ",122101,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN NUMBER"," AVG","CHEMICAL"," FUNGICIDE","PYRIMETHANIL ",288201,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN NUMBER"," AVG","CHEMICAL"," FUNGICIDE","SULFUR ",77501,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN NUMBER"," AVG","CHEMICAL"," FUNGICIDE","THIOPHANATE-METHYL ",102001,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN NUMBER"," AVG","CHEMICAL"," FUNGICIDE","THIRAM ",79801,"3.7",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN NUMBER"," AVG","CHEMICAL"," HERBICIDE","CARFENTRAZONE-ETHYL ",128712,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN NUMBER"," AVG","CHEMICAL"," HERBICIDE","FLUMIOXAZIN ",129034,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN NUMBER"," AVG","CHEMICAL"," HERBICIDE","GLYPHOSATE ISO. SALT ",103601,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN NUMBER"," AVG","CHEMICAL"," HERBICIDE","NAPROPAMIDE ",103001,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN NUMBER"," AVG","CHEMICAL"," HERBICIDE","OXYFLUORFEN ",111601,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN NUMBER"," AVG","CHEMICAL"," HERBICIDE","PARAQUAT ",61601,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN NUMBER"," AVG","CHEMICAL"," INSECTICIDE","ABAMECTIN ",122804,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN NUMBER"," AVG","CHEMICAL"," INSECTICIDE","ACETAMIPRID ",99050,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN NUMBER"," AVG","CHEMICAL"," INSECTICIDE","BIFENAZATE ",586,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN NUMBER"," AVG","CHEMICAL"," INSECTICIDE","BIFENTHRIN ",128825,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN NUMBER"," AVG","CHEMICAL"," INSECTICIDE","BT KURSTAK ABTS-1857 ",6523,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN NUMBER"," AVG","CHEMICAL"," INSECTICIDE","BT KURSTAKI ABTS-351 ",6522,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN NUMBER"," AVG","CHEMICAL"," INSECTICIDE","CHLORANTRANILIPROLE ",90100,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN NUMBER"," AVG","CHEMICAL"," INSECTICIDE","FLONICAMID ",128016,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN NUMBER"," AVG","CHEMICAL"," INSECTICIDE","MALATHION ",57701,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN NUMBER"," AVG","CHEMICAL"," INSECTICIDE","MUSTARD OIL ",4901,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN NUMBER"," AVG","CHEMICAL"," INSECTICIDE","NALED ",34401,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN NUMBER"," AVG","CHEMICAL"," INSECTICIDE","NOVALURON ",124002,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN NUMBER"," AVG","CHEMICAL"," INSECTICIDE","SPINETORAM ",110007,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN NUMBER"," AVG","CHEMICAL"," INSECTICIDE","SPIROMESIFEN ",24875,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN NUMBER"," AVG","CHEMICAL"," INSECTICIDE","THIAMETHOXAM ",60109,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN NUMBER"," AVG","CHEMICAL"," OTHER","CYTOKININS ",116801,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN NUMBER"," AVG","CHEMICAL"," OTHER","DIMETHYL DISULFIDE ",29088,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN NUMBER"," AVG","CHEMICAL"," OTHER","REYNOUTRIA SACHALINE ",55809,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN NUMBER"," AVG","FERTILIZER",NA,"NITROGEN",NA,"18",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN NUMBER"," AVG","FERTILIZER",NA,"PHOSPHATE",NA,"17.6",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN NUMBER"," AVG","FERTILIZER",NA,"POTASH",NA,"18",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","CHEMICAL"," FUNGICIDE","AZOXYSTROBIN ",128810,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","CHEMICAL"," FUNGICIDE","CAPTAN ",81301,"96",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","CHEMICAL"," FUNGICIDE","COPPER CHLORIDE HYD. ",23501,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","CHEMICAL"," FUNGICIDE","COPPER HYDROXIDE ",23401,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","CHEMICAL"," FUNGICIDE","CYPRODINIL ",288202,"33",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","CHEMICAL"," FUNGICIDE","DIFENOCONAZOLE ",128847,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","CHEMICAL"," FUNGICIDE","FENHEXAMID ",90209,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","CHEMICAL"," FUNGICIDE","FLUDIOXONIL ",71503,"33",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","CHEMICAL"," FUNGICIDE","FLUOPYRAM ",80302,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","CHEMICAL"," FUNGICIDE","IPRODIONE ",109801,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","CHEMICAL"," FUNGICIDE","ISOFETAMID ",270000,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","CHEMICAL"," FUNGICIDE","MEFENOXAM ",113502,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","CHEMICAL"," FUNGICIDE","PENTHIOPYRAD ",90112,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","CHEMICAL"," FUNGICIDE","PROPICONAZOLE ",122101,"(D)",NA
0,2018,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","CHEMICAL"," FUNGICIDE","PYRIMETHANIL ",288201,"(D)",NA
