"Year","State","State ANSI","Items","Discription","Units","Type","Pesticide","Number","Value","Carcinogen","Hormone Disruptor","Neurotoxins","Developmental or Reproductive Toxins","Bee Toxins"
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","INSECTICIDE","PIPERONYL BUTOXIDE",67501,"(D)","possible","suspected",NA,NA,"moderate"
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","INSECTICIDE","PYRIPROXYFEN",129032,"(D)",NA,NA,NA,NA,"slight"
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","INSECTICIDE","SPIROMESIFEN",24875,"0.319",NA,NA,NA,NA,NA
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","INSECTICIDE","THIAMETHOXAM",60109,"0.086",NA,NA,NA,NA,"high"
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","FUNGICIDE","AZOXYSTROBIN",128810,"1.4",NA,NA,NA,NA,NA
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","FUNGICIDE","BOSCALID",128008,"1.6","possible",NA,NA,NA,NA
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","FUNGICIDE","CAPTAN",81301,"3.4","known",NA,NA,NA,NA
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","FUNGICIDE","CYPRODINIL",288202,"1.4",NA,NA,NA,NA,NA
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","FUNGICIDE","FENHEXAMID",90209,"1.7",NA,NA,NA,NA,NA
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","FUNGICIDE","FLUDIOXONIL",71503,"1.4",NA,NA,NA,NA,"slight"
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","FUNGICIDE","IPRODIONE",109801,"(D)","known","suspected",NA,NA,NA
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","FUNGICIDE","MYCLOBUTANIL",128857,"1.6",NA,"suspected",NA,"present",NA
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","FUNGICIDE","PROPICONAZOLE",122101,"2","possible","suspected",NA,"present","slight"
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","FUNGICIDE","PYRACLOSTROBIN",99100,"1.8",NA,NA,NA,NA,"slight"
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","FUNGICIDE","PYRIMETHANIL",288201,"1.2","possible","suspected",NA,NA,"slight"
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","FUNGICIDE","TRIFLOXYSTROBIN",129112,"1.3",NA,NA,NA,NA,NA
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","FUNGICIDE","TRIFLUMIZOLE",128879,"1.6",NA,NA,NA,NA,"slight"
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","INSECTICIDE","ACETAMIPRID",99050,"1.4",NA,NA,NA,NA,"moderate"
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","INSECTICIDE","BIFENAZATE",586,"1.3",NA,NA,NA,NA,"moderate"
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","INSECTICIDE","BIFENTHRIN",128825,"1.7","possible","suspected",NA,"present","high"
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","INSECTICIDE","CARBARYL",56801,"(D)","known","suspected","present","present","high"
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","INSECTICIDE","CHLORPYRIFOS",59101,"(D)",NA,"suspected","present",NA,"high"
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","INSECTICIDE","FENPROPATHRIN",127901,"1.4",NA,NA,NA,NA,NA
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","INSECTICIDE","HEXYTHIAZOX",128849,"1.2","probable",NA,NA,NA,NA
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","INSECTICIDE","IMIDACLOPRID",129099,"1.3",NA,NA,NA,NA,"high"
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","INSECTICIDE","MALATHION",57701,"1.7","possible","suspected","present",NA,"high"
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","INSECTICIDE","METHOXYFENOZIDE",121027,"1.2",NA,NA,NA,NA,"slight"
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","INSECTICIDE","PIPERONYL BUTOXIDE",67501,"(D)","possible","suspected",NA,NA,"moderate"
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","INSECTICIDE","PYRIPROXYFEN",129032,"(D)",NA,NA,NA,NA,"slight"
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","INSECTICIDE","SPIROMESIFEN",24875,"1.3",NA,NA,NA,NA,NA
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","INSECTICIDE","THIAMETHOXAM",60109,"1.4",NA,NA,NA,NA,"high"
2018,"CALIFORNIA",6,"BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","FUNGICIDE","AZOXYSTROBIN",128810,"10",NA,NA,NA,NA,NA
2018,"CALIFORNIA",6,"BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","FUNGICIDE","BOSCALID",128008,"9","possible",NA,NA,NA,NA
2018,"CALIFORNIA",6,"BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","FUNGICIDE","CAPTAN",81301,"41","known",NA,NA,NA,NA
2018,"CALIFORNIA",6,"BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","FUNGICIDE","CYPRODINIL",288202,"30",NA,NA,NA,NA,NA
2018,"CALIFORNIA",6,"BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","FUNGICIDE","FENHEXAMID",90209,"9",NA,NA,NA,NA,NA
2018,"CALIFORNIA",6,"BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","FUNGICIDE","FLUDIOXONIL",71503,"30",NA,NA,NA,NA,"slight"
2018,"CALIFORNIA",6,"BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","FUNGICIDE","IPRODIONE",109801,"(D)","known","suspected",NA,NA,NA
2018,"CALIFORNIA",6,"BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","FUNGICIDE","MYCLOBUTANIL",128857,"18",NA,"suspected",NA,"present",NA
2018,"CALIFORNIA",6,"BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","FUNGICIDE","PROPICONAZOLE",122101,"12","possible","suspected",NA,"present","slight"
2018,"CALIFORNIA",6,"BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","FUNGICIDE","PYRACLOSTROBIN",99100,"21",NA,NA,NA,NA,"slight"
2018,"CALIFORNIA",6,"BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","FUNGICIDE","PYRIMETHANIL",288201,"10","possible","suspected",NA,NA,"slight"
2018,"CALIFORNIA",6,"BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","FUNGICIDE","TRIFLOXYSTROBIN",129112,"37",NA,NA,NA,NA,NA
2018,"CALIFORNIA",6,"BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","FUNGICIDE","TRIFLUMIZOLE",128879,"13",NA,NA,NA,NA,"slight"
2018,"CALIFORNIA",6,"BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","INSECTICIDE","ACETAMIPRID",99050,"20",NA,NA,NA,NA,"moderate"
2018,"CALIFORNIA",6,"BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","INSECTICIDE","BIFENAZATE",586,"22",NA,NA,NA,NA,"moderate"
2018,"CALIFORNIA",6,"BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","INSECTICIDE","BIFENTHRIN",128825,"19","possible","suspected",NA,"present","high"
2018,"CALIFORNIA",6,"BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","INSECTICIDE","CARBARYL",56801,"(D)","known","suspected","present","present","high"
2018,"CALIFORNIA",6,"BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","INSECTICIDE","CHLORPYRIFOS",59101,"(D)",NA,"suspected","present",NA,"high"
2018,"CALIFORNIA",6,"BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","INSECTICIDE","FENPROPATHRIN",127901,"8",NA,NA,NA,NA,NA
2018,"CALIFORNIA",6,"BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","INSECTICIDE","HEXYTHIAZOX",128849,"11","probable",NA,NA,NA,NA
2018,"CALIFORNIA",6,"BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","INSECTICIDE","IMIDACLOPRID",129099,"18",NA,NA,NA,NA,"high"
2018,"CALIFORNIA",6,"BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","INSECTICIDE","MALATHION",57701,"7","possible","suspected","present",NA,"high"
2018,"CALIFORNIA",6,"BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","INSECTICIDE","METHOXYFENOZIDE",121027,"13",NA,NA,NA,NA,"slight"
2018,"CALIFORNIA",6,"BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","INSECTICIDE","PIPERONYL BUTOXIDE",67501,"(D)","possible","suspected",NA,NA,"moderate"
2018,"CALIFORNIA",6,"BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","INSECTICIDE","PYRIPROXYFEN",129032,"(D)",NA,NA,NA,NA,"slight"
2018,"CALIFORNIA",6,"BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","INSECTICIDE","SPIROMESIFEN",24875,"9",NA,NA,NA,NA,NA
2018,"CALIFORNIA",6,"BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","INSECTICIDE","THIAMETHOXAM",60109,"12",NA,NA,NA,NA,"high"
2018,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN LB",NA,"FUNGICIDE","AZOXYSTROBIN",128810,"(D)",NA,NA,NA,NA,NA
2018,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN LB",NA,"FUNGICIDE","CAPTAN",81301,"87,400","known",NA,NA,NA,NA
2018,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN LB",NA,"FUNGICIDE","CYPRODINIL",288202,"3,300",NA,NA,NA,NA,NA
2018,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN LB",NA,"FUNGICIDE","FENHEXAMID",90209,"(D)",NA,NA,NA,NA,NA
2018,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN LB",NA,"FUNGICIDE","FLUDIOXONIL",71503,"1,700",NA,NA,NA,NA,"slight"
2018,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN LB",NA,"FUNGICIDE","IPRODIONE",109801,"(D)","known","suspected",NA,NA,NA
2018,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN LB",NA,"FUNGICIDE","PROPICONAZOLE",122101,"(D)","possible","suspected",NA,"present","slight"
2018,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN LB",NA,"FUNGICIDE","PYRIMETHANIL",288201,"(D)","possible","suspected",NA,NA,"slight"
2018,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN LB",NA,"INSECTICIDE","ACETAMIPRID",99050,"(D)",NA,NA,NA,NA,"moderate"
2018,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN LB",NA,"INSECTICIDE","BIFENAZATE",586,"(D)",NA,NA,NA,NA,"moderate"
2018,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN LB",NA,"INSECTICIDE","BIFENTHRIN",128825,"(D)","possible","suspected",NA,"present","high"
2018,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN LB",NA,"INSECTICIDE","MALATHION",57701,"(D)","possible","suspected","present",NA,"high"
2018,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN LB",NA,"INSECTICIDE","SPIROMESIFEN",24875,"(D)",NA,NA,NA,NA,NA
2018,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN LB",NA,"INSECTICIDE","THIAMETHOXAM",60109,"(D)",NA,NA,NA,NA,"high"
2018,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","FUNGICIDE","AZOXYSTROBIN",128810,"(D)",NA,NA,NA,NA,NA
2018,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","FUNGICIDE","CAPTAN",81301,"1.858","known",NA,NA,NA,NA
2018,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","FUNGICIDE","CYPRODINIL",288202,"0.33",NA,NA,NA,NA,NA
2018,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","FUNGICIDE","FENHEXAMID",90209,"(D)",NA,NA,NA,NA,NA
2018,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","FUNGICIDE","FLUDIOXONIL",71503,"0.221",NA,NA,NA,NA,"slight"
2018,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","FUNGICIDE","IPRODIONE",109801,"(D)","known","suspected",NA,NA,NA
2018,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","FUNGICIDE","PROPICONAZOLE",122101,"(D)","possible","suspected",NA,"present","slight"
2018,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","FUNGICIDE","PYRIMETHANIL",288201,"(D)","possible","suspected",NA,NA,"slight"
2018,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","INSECTICIDE","ACETAMIPRID",99050,"(D)",NA,NA,NA,NA,"moderate"
2018,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","INSECTICIDE","BIFENAZATE",586,"(D)",NA,NA,NA,NA,"moderate"
2018,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","INSECTICIDE","BIFENTHRIN",128825,"(D)","possible","suspected",NA,"present","high"
2018,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","INSECTICIDE","MALATHION",57701,"(D)","possible","suspected","present",NA,"high"
2018,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","INSECTICIDE","SPIROMESIFEN",24875,"(D)",NA,NA,NA,NA,NA
2018,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","INSECTICIDE","THIAMETHOXAM",60109,"(D)",NA,NA,NA,NA,"high"
2018,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","FUNGICIDE","AZOXYSTROBIN",128810,"(D)",NA,NA,NA,NA,NA
2018,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","FUNGICIDE","CAPTAN",81301,"9.193","known",NA,NA,NA,NA
2018,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","FUNGICIDE","CYPRODINIL",288202,"0.997",NA,NA,NA,NA,NA
2018,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","FUNGICIDE","FENHEXAMID",90209,"(D)",NA,NA,NA,NA,NA
2018,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","FUNGICIDE","FLUDIOXONIL",71503,"0.501",NA,NA,NA,NA,"slight"
2018,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","FUNGICIDE","IPRODIONE",109801,"(D)","known","suspected",NA,NA,NA
2018,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","FUNGICIDE","PROPICONAZOLE",122101,"(D)","possible","suspected",NA,"present","slight"
2018,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","FUNGICIDE","PYRIMETHANIL",288201,"(D)","possible","suspected",NA,NA,"slight"
2018,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","INSECTICIDE","ACETAMIPRID",99050,"(D)",NA,NA,NA,NA,"moderate"
2018,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","INSECTICIDE","BIFENAZATE",586,"(D)",NA,NA,NA,NA,"moderate"
2018,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","INSECTICIDE","BIFENTHRIN",128825,"(D)","possible","suspected",NA,"present","high"
2018,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","INSECTICIDE","MALATHION",57701,"(D)","possible","suspected","present",NA,"high"
2018,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","INSECTICIDE","SPIROMESIFEN",24875,"(D)",NA,NA,NA,NA,NA
2018,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","INSECTICIDE","THIAMETHOXAM",60109,"(D)",NA,NA,NA,NA,"high"
2018,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","FUNGICIDE","AZOXYSTROBIN",128810,"(D)",NA,NA,NA,NA,NA
2018,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","FUNGICIDE","CAPTAN",81301,"4.9","known",NA,NA,NA,NA
2018,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","FUNGICIDE","CYPRODINIL",288202,"3",NA,NA,NA,NA,NA
2018,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","FUNGICIDE","FENHEXAMID",90209,"(D)",NA,NA,NA,NA,NA
2018,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","FUNGICIDE","FLUDIOXONIL",71503,"2.3",NA,NA,NA,NA,"slight"
2018,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","FUNGICIDE","IPRODIONE",109801,"(D)","known","suspected",NA,NA,NA
2018,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","FUNGICIDE","PROPICONAZOLE",122101,"(D)","possible","suspected",NA,"present","slight"
2018,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","FUNGICIDE","PYRIMETHANIL",288201,"(D)","possible","suspected",NA,NA,"slight"
2018,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","INSECTICIDE","ACETAMIPRID",99050,"(D)",NA,NA,NA,NA,"moderate"
2018,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","INSECTICIDE","BIFENAZATE",586,"(D)",NA,NA,NA,NA,"moderate"
2018,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","INSECTICIDE","BIFENTHRIN",128825,"(D)","possible","suspected",NA,"present","high"
2018,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","INSECTICIDE","MALATHION",57701,"(D)","possible","suspected","present",NA,"high"
2018,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","INSECTICIDE","SPIROMESIFEN",24875,"(D)",NA,NA,NA,NA,NA
2018,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","INSECTICIDE","THIAMETHOXAM",60109,"(D)",NA,NA,NA,NA,"high"
2018,"FLORIDA",12,"BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","FUNGICIDE","AZOXYSTROBIN",128810,"(D)",NA,NA,NA,NA,NA
2018,"FLORIDA",12,"BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","FUNGICIDE","CAPTAN",81301,"96","known",NA,NA,NA,NA
2018,"FLORIDA",12,"BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","FUNGICIDE","CYPRODINIL",288202,"33",NA,NA,NA,NA,NA
2018,"FLORIDA",12,"BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","FUNGICIDE","FENHEXAMID",90209,"(D)",NA,NA,NA,NA,NA
2018,"FLORIDA",12,"BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","FUNGICIDE","FLUDIOXONIL",71503,"33",NA,NA,NA,NA,"slight"
2018,"FLORIDA",12,"BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","FUNGICIDE","IPRODIONE",109801,"(D)","known","suspected",NA,NA,NA
2018,"FLORIDA",12,"BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","FUNGICIDE","PROPICONAZOLE",122101,"(D)","possible","suspected",NA,"present","slight"
2018,"FLORIDA",12,"BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","FUNGICIDE","PYRIMETHANIL",288201,"(D)","possible","suspected",NA,NA,"slight"
2018,"FLORIDA",12,"BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","INSECTICIDE","ACETAMIPRID",99050,"(D)",NA,NA,NA,NA,"moderate"
2018,"FLORIDA",12,"BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","INSECTICIDE","BIFENAZATE",586,"(D)",NA,NA,NA,NA,"moderate"
2018,"FLORIDA",12,"BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","INSECTICIDE","BIFENTHRIN",128825,"(D)","possible","suspected",NA,"present","high"
2018,"FLORIDA",12,"BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","INSECTICIDE","MALATHION",57701,"(D)","possible","suspected","present",NA,"high"
2018,"FLORIDA",12,"BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","INSECTICIDE","SPIROMESIFEN",24875,"(D)",NA,NA,NA,NA,NA
2018,"FLORIDA",12,"BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","INSECTICIDE","THIAMETHOXAM",60109,"(D)",NA,NA,NA,NA,"high"
2016,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB",NA,"FUNGICIDE","AZOXYSTROBIN",128810,"2,300",NA,NA,NA,NA,NA
2016,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB",NA,"FUNGICIDE","BOSCALID",128008,"11,000","possible",NA,NA,NA,NA
2016,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB",NA,"FUNGICIDE","CAPTAN",81301,"222,600","known",NA,NA,NA,NA
2016,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB",NA,"FUNGICIDE","CYPRODINIL",288202,"13,700",NA,NA,NA,NA,NA
2016,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB",NA,"FUNGICIDE","FENHEXAMID",90209,"20,800",NA,NA,NA,NA,NA
2016,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB",NA,"FUNGICIDE","FLUDIOXONIL",71503,"9,200",NA,NA,NA,NA,"slight"
2016,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB",NA,"FUNGICIDE","IPRODIONE",109801,"(D)","known","suspected",NA,NA,NA
2016,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB",NA,"FUNGICIDE","MYCLOBUTANIL",128857,"2,900",NA,"suspected",NA,"present",NA
2016,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB",NA,"FUNGICIDE","PROPICONAZOLE",122101,"2,200","possible","suspected",NA,"present","slight"
2016,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB",NA,"FUNGICIDE","PYRACLOSTROBIN",99100,"8,700",NA,NA,NA,NA,"slight"
2016,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB",NA,"FUNGICIDE","PYRIMETHANIL",288201,"14,100","possible","suspected",NA,NA,"slight"
2016,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB",NA,"FUNGICIDE","TRIFLOXYSTROBIN",129112,"1,900",NA,NA,NA,NA,NA
2016,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB",NA,"FUNGICIDE","TRIFLUMIZOLE",128879,"5,600",NA,NA,NA,NA,"slight"
2016,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB",NA,"INSECTICIDE","ACETAMIPRID",99050,"3,300",NA,NA,NA,NA,"moderate"
2016,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB",NA,"INSECTICIDE","BIFENAZATE",586,"6,200",NA,NA,NA,NA,"moderate"
2016,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB",NA,"INSECTICIDE","BIFENTHRIN",128825,"2,700","possible","suspected",NA,"present","high"
2016,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB",NA,"INSECTICIDE","CARBARYL",56801,"(D)","known","suspected","present","present","high"
2016,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB",NA,"INSECTICIDE","CHLORPYRIFOS",59101,"(D)",NA,"suspected","present",NA,"high"
2016,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB",NA,"INSECTICIDE","FENPROPATHRIN",127901,"4,600",NA,NA,NA,NA,NA
2016,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB",NA,"INSECTICIDE","HEXYTHIAZOX",128849,"1,100","probable",NA,NA,NA,NA
2016,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB",NA,"INSECTICIDE","IMIDACLOPRID",129099,"2,900",NA,NA,NA,NA,"high"
2016,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB",NA,"INSECTICIDE","MALATHION",57701,"21,100","possible","suspected","present",NA,"high"
2016,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB",NA,"INSECTICIDE","METHOXYFENOZIDE",121027,"2,500",NA,NA,NA,NA,"slight"
2016,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB",NA,"INSECTICIDE","PIPERONYL BUTOXIDE",67501,"(D)","possible","suspected",NA,NA,"moderate"
2016,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB",NA,"INSECTICIDE","PYRIPROXYFEN",129032,"(D)",NA,NA,NA,NA,"slight"
